Date,Adj Close,Close,High,Low,Open,Volume,vwap,SO,RSI,KAMA,T3,OBV,ATR,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2000-10-12,57.95009231567383,98.5898666381836,109.34512329101562,98.5898666381836,109.22562408447266,10151325.0,109.44567692056071,0.0,33.98814427278441,108.54447348544814,110.08981138112077,-10914172.0,5.143463596250892,-4.651299146033779,-0.475960691612074,-4.175338454421705
2000-10-13,61.28656768798828,104.26625061035156,105.5807876586914,99.60564422607422,99.60564422607422,9510860.0,108.56059618428962,29.874205629166596,42.14064094767763,108.32162064015003,109.23506368351288,-1403312.0,5.275424840840672,-4.702200252173753,-0.42148943820163876,-4.280710813972115
2000-10-16,62.44560241699219,106.23805236816406,108.15009307861328,103.78823852539062,106.5965576171875,8065078.0,108.07555055892111,50.00002493858873,44.683252595242095,108.21694140957317,108.44925921848555,6661766.0,5.210169820296528,-4.531198981407513,-0.20039053394831896,-4.330808447459194
2000-10-17,63.49921798706055,108.03059387207031,108.86711120605469,103.78823852539062,107.01481628417969,9291095.0,107.7698255533671,66.38656318771815,46.95379655305358,108.20989841530296,107.87210333751085,15952861.0,5.2007914531799235,-4.202591267744481,0.10257374377177086,-4.305165011516252
2000-10-18,53.630165100097656,91.24044036865234,94.76577758789062,86.28107452392578,92.4952163696289,31147579.0,104.1257624464201,0.0,33.25507852935225,106.90009043782084,106.8904147480319,-15194718.0,6.382843445677396,-5.236627768506281,-0.7451702055920233,-4.491457562914258
2000-10-19,54.192115783691406,92.19646453857422,94.16825866699219,88.61137390136719,93.69024658203125,18793377.0,102.54531685780388,4.444450749904413,34.42227241664854,105.70229297246107,105.49915609369594,3598659.0,6.3238463971022245,-5.910829620009579,-1.1354976456762573,-4.775331974333322
2000-10-20,53.243839263916016,90.58317565917969,92.01720428466797,90.04541015625,90.94168090820312,9800183.0,101.50979486728657,0.0,33.36727355438239,104.54263770542966,103.79479631443331,-6201524.0,6.025789824618081,-6.50038597130991,-1.380043197581271,-5.120342773728639
2000-10-23,52.190208435058594,88.79063415527344,90.82218170166016,87.0578384399414,90.58317565917969,9768176.0,100.1176464522904,0.0,32.192674059612074,103.44328274906592,101.88382717577309,-15969700.0,5.864257927268128,-7.031205386784919,-1.5286900904450231,-5.502515296339896
2000-10-24,51.38241195678711,87.41635131835938,90.22466278076172,86.22132110595703,88.9101333618164,9232205.0,98.95855073223436,0.0,31.287949629214324,102.23696437001306,99.87124445333609,-25201905.0,5.731335337806454,-7.476591247588573,-1.5792607609989417,-5.897330486589631
2000-10-25,49.20488739013672,83.71176147460938,86.93833923339844,83.11424255371094,86.52007293701172,14705191.0,96.80306344559614,0.0,28.939018441540128,100.42989719143524,97.75183533860718,-39907096.0,5.629247725438025,-8.035859801308362,-1.710823451774985,-6.325036349533377
2000-10-26,52.119964599609375,88.67112731933594,88.79063415527344,83.7715072631836,84.13002014160156,10601942.0,95.89393725812128,17.078181137478733,35.84711817559729,99.5965288158696,95.81392787741515,-29305154.0,5.589935222239885,-7.986837491950439,-1.3294409139336496,-6.657396578016789
2000-10-27,52.646759033203125,89.56739807128906,89.56739807128906,86.99808502197266,88.9101333618164,6727244.0,95.06979282855129,20.16459878225801,37.03239789347859,98.96310518467737,94.20086618105694,-22577910.0,5.3741764956024936,-7.78591422671991,-0.902814118962497,-6.883100107757413
2000-10-30,52.43604278564453,89.20889282226562,89.62715148925781,86.3408203125,89.38814544677734,8455864.0,94.25167653153032,21.052631578947366,36.74147307961619,98.37484715978889,92.9173683600464,-31033774.0,5.225044687113588,-7.5683660561426365,-0.5482127587081784,-7.020153297434458
2000-10-31,55.35114288330078,94.16825866699219,94.76577758789062,89.62715148925781,89.62715148925781,11404120.0,93.72918588660221,42.997529739439905,43.33894348310765,98.17313318292646,92.11060705965811,-19629654.0,5.248747549864403,-6.916054219146446,0.08327926263040997,-6.999333481776856
2000-11-01,55.38621139526367,94.22801208496094,95.48279571533203,92.97322845458984,94.10850524902344,7809645.0,93.05321702614467,43.24323815583159,43.415126567922876,97.98615335287951,91.73268377012162,-11820009.0,5.053091814927101,-6.321401604463645,0.5423455018505683,-6.8637471063142135
2000-11-02,57.282779693603516,97.45458984375,97.81309509277344,94.16825866699219,94.64627075195312,7787575.0,92.9265371201495,56.51105342777672,47.49910290449127,97.96915736934737,91.79172615418508,-4032434.0,4.952502144273827,-5.526076098190927,1.0701368064986294,-6.596212904689557
2000-11-03,56.264244079589844,95.72179412841797,98.11185455322266,95.0047836303711,97.99235534667969,6117531.0,92.39178922925396,49.38572895902078,45.60516660532728,97.8755954768865,92.11049063730736,-10149965.0,4.820685628457951,-4.97821131588762,1.294401271041549,-6.272612586929169
2000-11-06,56.369632720947266,95.90105438232422,97.87284851074219,95.06452941894531,95.48279571533203,4653131.0,91.8184574804583,50.12285420819585,45.84451047674162,97.79763963588603,92.56395842249007,-5496834.0,4.676945161553588,-4.4779408101715745,1.4357374214060759,-5.91367823157765
2000-11-07,57.49350357055664,97.81309509277344,98.94837188720703,96.25955963134766,96.67781829833984,5669948.0,91.10144417136405,100.0,48.43735342658692,97.79806458283535,93.13418504435752,173114.0,4.560543186077104,-3.8824328551710607,1.6249963011252717,-5.5074291562963325
2000-11-08,56.26878356933594,95.602294921875,99.1873779296875,94.8852767944336,99.06787872314453,7312377.0,91.30731300904172,84.32204902910257,45.725255037986365,97.73333327448873,93.68258182244435,-7139263.0,4.542083039589732,-3.547982672092232,1.5675571873632803,-5.115539859455512
2000-11-09,55.95229721069336,95.06452941894531,95.602294921875,91.47944641113281,92.4952163696289,9464103.0,91.45285107196045,80.50846999118104,45.06760300319752,97.66436670725845,94.13351680051815,-16603366.0,4.512137716100622,-3.2884148745052926,1.4616999879601753,-4.750114862465468
2000-11-10,52.329978942871094,88.9101333618164,94.04875946044922,88.9101333618164,93.69024658203125,7121063.0,91.37728640966161,36.86439898500776,38.31112109909567,97.38222327322302,94.24520649395038,-23724429.0,4.629441883316929,-3.5385239507593695,0.9692727293648788,-4.507796680124248
2000-11-13,54.8269157409668,93.1524887084961,95.06452941894531,87.5956039428711,87.77485656738281,9084405.0,91.70542537745607,66.94918005291377,44.46064909304105,97.23777555604082,94.18695144973029,-14640024.0,4.83226213994245,-3.355731786827178,0.9216519146376561,-4.277383701464834
2000-11-14,55.987457275390625,95.12428283691406,95.48279571533203,94.16825866699219,94.8852767944336,5387841.0,92.17980748776193,80.93221301851982,47.087358892522126,97.20020860702054,94.1281615460845,-9252183.0,4.653551059006269,-3.0169824767862536,1.008320979742864,-4.025303456529118
2000-11-15,55.9171257019043,95.0047836303711,95.66204833984375,93.33174133300781,95.12428283691406,4351674.0,93.40195565830545,69.28110520623306,46.943196947455384,97.1429421603751,94.11692247704617,-13603857.0,4.4876050552798175,-2.7267317292500906,1.0388573818232216,-3.765589111073312
2000-11-16,55.28411102294922,93.92925262451172,95.30353546142578,93.92925262451172,94.8852767944336,3911726.0,93.89805558778787,56.375837775905815,45.597014733601284,97.05946661792359,94.11573564162242,-17515583.0,4.265224896825121,-2.554050776756114,0.9692306674537585,-3.5232814442098723
2000-11-17,57.359012603759766,97.45458984375,97.99235534667969,93.92925262451172,93.98900604248047,8072400.0,94.44065699913071,95.97319117101382,50.57463774097651,97.06891765770786,94.24149621060647,-9443183.0,4.250787598635324,-2.108429958575087,1.1318811885078284,-3.2403111470829153
2000-11-20,58.09754180908203,98.70936584472656,98.70936584472656,96.43881225585938,97.03633117675781,7768224.0,95.17142049146388,100.0,52.24105129347632,97.11054405041807,94.53774288649771,-1674959.0,4.109342312223315,-1.6351730558359918,1.284110472997539,-2.919283528833531
2000-11-21,55.4248046875,94.16825866699219,99.78489685058594,94.16825866699219,98.70936584472656,7511012.0,95.2097003943359,53.65854228222406,46.20096988295692,97.02719633676966,94.79401466996352,-9185971.0,4.217006303035489,-1.6080068464341934,1.0490213459194697,-2.657028192353663
2000-11-22,55.4248046875,94.16825866699219,96.37906646728516,93.98900604248047,94.16825866699219,5791807.0,95.22604768399043,53.65854228222406,46.20096988295691,96.96048536637691,94.94882505985024,-9185971.0,4.086510168876146,-1.5683979148922162,0.8709042219691576,-2.439302136861374
2000-11-24,56.23362350463867,95.54254150390625,97.27533721923828,94.8852767944336,95.0047836303711,2612385.0,95.0517547333069,67.68293489981743,48.27847923522661,96.94970846518991,95.05542628552274,-6573586.0,4.016550767688285,-1.4098623956124356,0.8235517929991505,-2.233414188611586
2000-11-27,55.38959884643555,94.10850524902344,97.51434326171875,94.10850524902344,96.02055358886719,4044045.0,94.96643930247755,53.04876577092117,46.280399248399235,96.89059662677008,95.08503481008708,-10617631.0,3.97292842804593,-1.3839829020293166,0.6795450292658156,-2.0635279312951322
2000-11-28,55.07307815551758,93.57074737548828,96.3193130493164,93.09273529052734,94.40726470947266,5019859.0,94.84450294888404,47.56101074038173,45.52341988709039,96.79930173176982,95.02806967852496,-15637490.0,3.9196176659561535,-1.390833124580638,0.5381558453715953,-1.9289889699522333
2000-11-29,56.16328811645508,95.42304229736328,95.54254150390625,92.43547058105469,93.45124053955078,5778732.0,94.69982526905414,66.46345973427384,48.624611782401225,96.76170921227606,94.97485044662068,-9858758.0,3.861578612877254,-1.2325887396541049,0.5571201842385027,-1.7897089238926076
2000-11-30,52.6113395690918,89.38814544677734,93.69024658203125,88.193115234375,93.69024658203125,11141364.0,94.0221194896164,4.878056376298753,40.56377529987989,96.71239010965208,94.72962368955896,-21000122.0,4.102174930742327,-1.575977773850667,0.17098492003355248,-1.7469626938842195
2000-12-01,53.80705261230469,91.41969299316406,94.94503021240234,90.22466278076172,90.28441619873047,7871255.0,93.7042129278754,25.609757047037345,43.91709404044166,96.68522724662904,94.36849309552605,-13128867.0,4.2060827760910895,-1.6649941328530247,0.0655748488249559,-1.7305689816779806
2000-12-04,55.35444641113281,94.04875946044922,94.82552337646484,91.53919982910156,91.77820587158203,5822873.0,94.08804372413051,50.0000409248693,47.98603492446602,96.66102528926949,94.05480508769256,-7305994.0,4.148921890891782,-1.5060359023978833,0.17962646342407784,-1.6856623658219612
2000-12-05,58.16788864135742,98.82887268066406,100.14340209960938,95.24378967285156,96.02055358886719,8163193.0,94.59421077338442,100.0,54.42709598177595,96.71063482401829,94.01331798124428,857199.0,4.287901944339523,-0.9830136028230356,0.5621190103991405,-1.545132613222176
2000-12-06,54.440067291259766,92.4952163696289,97.3350830078125,90.6429214477539,97.27533721923828,10561357.0,94.33995667231159,32.91135148676879,46.289446562890134,96.66372052588312,94.00701292459618,-9704158.0,4.566334036380282,-1.0672847991609586,0.38227825124897397,-1.4495630504099326
2000-12-07,52.40032958984375,89.0296401977539,91.71845245361328,89.0296401977539,90.88192749023438,8286412.0,93.88178826707882,0.0,42.559011183068804,96.57539830837226,93.82841968528496,-17990570.0,4.487708474629905,-1.3976026698412483,0.041568304454947524,-1.4391709742961958
2000-12-08,54.58073043823242,92.73422241210938,94.64627075195312,91.53919982910156,93.69024658203125,6423068.0,93.80973042206604,37.80482013072201,47.412838017123434,96.53853104852159,93.60455422155515,-11567502.0,4.568345766027713,-1.3449493984901437,0.07537726064484174,-1.4203266591349855
2000-12-11,53.45537185668945,90.82218170166016,93.92925262451172,89.62715148925781,92.25621032714844,6470138.0,93.33762202239654,18.292672482589214,45.29620619692403,96.50662847640683,93.32226312563515,-18037640.0,4.549328292401013,-1.4408972408749463,-0.016456465391968766,-1.4244407754829775
2000-12-12,52.822330474853516,89.74665069580078,91.897705078125,88.43212127685547,91.06118774414062,8277312.0,92.64908789779834,7.317006707385911,44.10942731005583,96.47459219938133,92.96341722171827,-26314952.0,4.471917971605907,-1.585446915679455,-0.12880491215718193,-1.4566420035222731
2000-12-13,51.345279693603516,87.23709106445312,92.37571716308594,86.69933319091797,90.70267486572266,7314260.0,92.15675137560699,0.0,41.39784070593815,96.33676809061905,92.46283638099317,-33629212.0,4.55795125736034,-1.8808231053838824,-0.33934488148928743,-1.541478223894595
2000-12-14,52.01348114013672,88.37236785888672,89.56739807128906,87.77485656738281,87.95410919189453,6413444.0,91.81201722758155,9.793807647703833,43.09343481046438,96.23598229266327,91.89854138724968,-27215768.0,4.3988338108943115,-2.000245924480879,-0.36701416046902713,-1.6332317640118519
2000-12-15,49.411041259765625,83.95076751708984,86.69933319091797,83.4727554321289,86.04206848144531,14910207.0,90.72222212109753,0.0,38.450894584721816,95.8666599623853,91.16730483283573,-42125975.0,4.434603712027418,-2.423736241073641,-0.6324035816494313,-1.7913326594242096
2000-12-18,50.92325973510742,86.52007293701172,86.52007293701172,84.488525390625,84.488525390625,8047715.0,90.32793571805567,17.269036558581778,42.31965540966646,95.68897444253156,90.40406425989252,-34078260.0,4.301368119734166,-2.5229508859195136,-0.5852945811962431,-1.9376563047232704
